"";"id_url";"url";"url2";"data";"titulo";"empresa1";"empresa2";"empresa3";"empresa4";"empresa5";"ticker1";"ticker2";"ticker3";"ticker4";"ticker5";"peso1";"peso2";"peso3";"peso4";"peso5";"data_temp";"data_hora";"dia";"mes";"ano";"data_completa";"fonte_noticia";"id_noticia";"url_noticia";"data_noticia";"id_carteira";"data_carteira";"validade_carteira";"corretora"
"67";67;"https://www.moneytimes.com.br/veja-as-5-apostas-da-carteira-da-elite-para-a-semana/";"""https://www.moneytimes.com.br/veja-as-5-apostas-da-carteira-da-elite-para-a-semana/""";"01/02/2021 - 9:08";"Veja as 5 apostas da carteira da Elite para a semana";"BTG Pactual";"Eneva";"Magazine Luiza";"Suzano";"Yduqs";"BPAC11";"ENEV3";"MGLU3";"SUZB3";"YDUQ3";"20";"20";"20";"20";"20";"01/02/2021";2021-02-01;"01";"02";"2021";"01-02-2021";"Money Times";67;"https://www.moneytimes.com.br/veja-as-5-apostas-da-carteira-da-elite-para-a-semana/";2021-02-01;67;2021-02-01;2021-02-06;"ELITE CCVM LTDA"
"68";68;"https://www.moneytimes.com.br/xp-faz-limpa-em-carteira-recomendada-semanal-e-so-mantem-lojas-americanas/";"""https://www.moneytimes.com.br/xp-faz-limpa-em-carteira-recomendada-semanal-e-so-mantem-lojas-americanas/""";"22/01/2021 - 19:52";"XP faz limpa em carteira recomendada semanal e só mantém Lojas Americanas";"BMG";"Equatorial";"Vale";"Movida";"Lojas Americanas";"BMGB4";"EQTL3";"VALE3";"MOVI3";"LAME3";"20";"20";"20";"20";"20";"22/01/2021";2021-01-22;"22";"01";"2021";"22-01-2021";"Money Times";68;"https://www.moneytimes.com.br/xp-faz-limpa-em-carteira-recomendada-semanal-e-so-mantem-lojas-americanas/";2021-01-22;68;2021-01-22;2021-01-27;"XP INVESTIMENTOS CCTVM S/A"
"69";69;"https://www.moneytimes.com.br/btg-segue-com-o-mesmo-time-de-acoes-nesta-semana-apos-escantear-ibovespa/";"""https://www.moneytimes.com.br/btg-segue-com-o-mesmo-time-de-acoes-nesta-semana-apos-escantear-ibovespa/""";"28/12/2020 - 11:02";"BTG segue com o mesmo time de ações nesta semana, após escantear Ibovespa";"B3";"Bradesco";"BR Distribuidora";"CPFL";"Ômega";"B3SA3";"BBDC4";"BRDT3";"CPFE3";"OMGE3";"20";"20";"20";"20";"20";"28/12/2020";2020-12-28;"28";"12";"2020";"28-12-2020";"Money Times";69;"https://www.moneytimes.com.br/btg-segue-com-o-mesmo-time-de-acoes-nesta-semana-apos-escantear-ibovespa/";2020-12-28;69;2020-12-28;2021-01-02;"BTG PACTUAL CTVM S/A"
"70";70;"https://www.moneytimes.com.br/xp-veja-as-cinco-acoes-selecionadas-para-a-semana/";"""https://www.moneytimes.com.br/xp-veja-as-cinco-acoes-selecionadas-para-a-semana/""";"29/01/2021 - 21:22";"XP: veja as cinco ações selecionadas para a semana";"BMG";"Equatorial";"Vale";"Movida";"Lojas Americanas";"BMGB4";"EQTL3";"VALE3";"MOVI3";"LAME3";"20";"20";"20";"20";"20";"29/01/2021";2021-01-29;"29";"01";"2021";"29-01-2021";"Money Times";70;"https://www.moneytimes.com.br/xp-veja-as-cinco-acoes-selecionadas-para-a-semana/";2021-01-29;70;2021-01-29;2021-02-03;"XP INVESTIMENTOS CCTVM S/A"
"71";71;"https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomendada-semanal-veja-o-portfolio-2/";"""https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomendada-semanal-veja-o-portfolio-2/""";"15/01/2021 - 21:35";"XP faz duas trocas em carteira recomendada semanal; veja o portfólio";"Eztec";"Sabesp";"Lojas Americanas";"Minerva";"Totvs";"EZTC3";"SBSP3";"LAME4";"BEEF3";"TOTS3";"20";"20";"20";"20";"20";"15/01/2021";2021-01-15;"15";"01";"2021";"15-01-2021";"Money Times";71;"https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomendada-semanal-veja-o-portfolio-2/";2021-01-15;71;2021-01-15;2021-01-20;"XP INVESTIMENTOS CCTVM S/A"
"72";72;"https://www.moneytimes.com.br/mycap-ganha-duas-novas-acoes-em-carteira-recomendada-semanal-veja-quais/";"""https://www.moneytimes.com.br/mycap-ganha-duas-novas-acoes-em-carteira-recomendada-semanal-veja-quais/""";"16/01/2021 - 11:57";"MyCap: carteira recomendada semanal ganha duas novas ações; veja quais";"Gerdau";"Lojas Americanas";"BTG Pactual";"Duratex";"Unidas";"GGBR4";"LAME4";"BPAC11";"DTEX3";"LCAM3";"20";"20";"20";"20";"20";"16/01/2021";2021-01-16;"16";"01";"2021";"16-01-2021";"Money Times";72;"https://www.moneytimes.com.br/mycap-ganha-duas-novas-acoes-em-carteira-recomendada-semanal-veja-quais/";2021-01-16;72;2021-01-16;2021-01-21;"ICAP DO BRASIL CTVM LTDA"
"73";73;"https://www.moneytimes.com.br/terra-indica-cinco-acoes-para-investir-na-semana-veja/";"""https://www.moneytimes.com.br/terra-indica-cinco-acoes-para-investir-na-semana-veja/""";"22/01/2021 - 9:33";"Terra indica cinco ações para investir na semana; veja";"Marfrig";"B3";"Itaúsa";"Via Varejo";"TIM";"MRFG3";"B3SA3";"ITSA4";"VVAR3";"TIMS3";"20";"20";"20";"20";"20";"22/01/2021";2021-01-22;"22";"01";"2021";"22-01-2021";"Money Times";73;"https://www.moneytimes.com.br/terra-indica-cinco-acoes-para-investir-na-semana-veja/";2021-01-22;73;2021-01-22;2021-01-27;"TERRA INVESTIMENTOS DTVM LTDA"
"74";74;"https://www.moneytimes.com.br/locaweb-e-b3-substituem-banco-do-brasil-e-klabin-na-carteira-semanal-da-mycap/";"""https://www.moneytimes.com.br/locaweb-e-b3-substituem-banco-do-brasil-e-klabin-na-carteira-semanal-da-mycap/""";"13/12/2020 - 16:57";"Locaweb e B3 substituem Banco do Brasil e Klabin na carteira semanal da MyCap";"Locaweb";"B3";"Gerdau";"Totvs";"Lojas Americanas";"LWSA3";"B3SA3";"GGBR4";"TOTS3";"LAME4";"20";"20";"20";"20";"20";"13/12/2020";2020-12-13;"13";"12";"2020";"13-12-2020";"Money Times";74;"https://www.moneytimes.com.br/locaweb-e-b3-substituem-banco-do-brasil-e-klabin-na-carteira-semanal-da-mycap/";2020-12-13;74;2020-12-13;2020-12-18;"ICAP DO BRASIL CTVM LTDA"
"75";75;"https://www.moneytimes.com.br/xp-investimentos-faz-uma-troca-em-carteira-recomendada-semanal-veja-o-portfolio/";"""https://www.moneytimes.com.br/xp-investimentos-faz-uma-troca-em-carteira-recomendada-semanal-veja-o-portfolio/""";"08/01/2021 - 21:34";"XP Investimentos faz uma troca em carteira recomendada semanal; veja o portfólio";"Eztec";"WEG";"Lojas Americanas";"Minerva";"SulAmerica";"EZTC3";"WEGE3";"LAME4";"BEEF3";"SULA11";"20";"20";"20";"20";"20";"08/01/2021";2021-01-08;"08";"01";"2021";"08-01-2021";"Money Times";75;"https://www.moneytimes.com.br/xp-investimentos-faz-uma-troca-em-carteira-recomendada-semanal-veja-o-portfolio/";2021-01-08;75;2021-01-08;2021-01-13;"XP INVESTIMENTOS CCTVM S/A"
"76";76;"https://www.moneytimes.com.br/confira-as-cinco-acoes-recomendadas-pela-mirae-para-esta-semana/";"""https://www.moneytimes.com.br/confira-as-cinco-acoes-recomendadas-pela-mirae-para-esta-semana/""";"04/01/2021 - 9:58";"Confira as cinco ações recomendadas pela Necton para esta semana";"Aliansce Sonae";"Eletrobras";"Lojas Americanas";"Ecorodovias";"Metal Leve";"ALSO3";"ELET6";"LAME4";"ECOR3";"LEVE3";"20";"20";"20";"20";"20";"04/01/2021";2021-01-04;"04";"01";"2021";"04-01-2021";"Money Times";76;"https://www.moneytimes.com.br/confira-as-cinco-acoes-recomendadas-pela-mirae-para-esta-semana/";2021-01-04;76;2021-01-04;2021-01-09;"NECTON INVESTIMENTOS S.A. CVMC"
"77";77;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-4-novas-acoes/";"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-4-novas-acoes/""";"20/11/2020 - 19:50";"Carteira semanal da MyCap ganha 4 novas ações";"Banco do Brasil";"Klabin";"Magazine Luiza";"Raia Drogasil";"MRV";"BBAS3";"KLBN11";"MGLU3";"RADL3";"MRVE3";"20";"20";"20";"20";"20";"20/11/2020";2020-11-20;"20";"11";"2020";"20-11-2020";"Money Times";77;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-4-novas-acoes/";2020-11-20;77;2020-11-20;2020-11-25;"ICAP DO BRASIL CTVM LTDA"
"78";78;"https://www.moneytimes.com.br/btg-pactual-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/btg-pactual-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/""";"20/12/2020 - 11:24";"BTG Pactual realiza duas trocas em sua carteira recomendada semanal";"B3";"Bradesco";"BR Distribuidora";"CPFL";"Ômega";"B3SA3";"BBDC4";"BRDT3";"CPFE3";"OMGE3";"20";"20";"20";"20";"20";"20/12/2020";2020-12-20;"20";"12";"2020";"20-12-2020";"Money Times";78;"https://www.moneytimes.com.br/btg-pactual-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/";2020-12-20;78;2020-12-20;2020-12-25;"BTG PACTUAL CTVM S/A"
"79";79;"https://www.moneytimes.com.br/terra-troca-gerdau-por-b3-na-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/terra-troca-gerdau-por-b3-na-carteira-recomendada-semanal/""";"18/12/2020 - 15:37";"Terra troca Gerdau por B3 na carteira recomendada semanal";"B3";"Itaúsa";"Marfrig";"TIM";"Via Varejo";"B3SA3";"ITSA4";"MRFG3";"TIMP3";"VVAR3";"20";"20";"20";"20";"20";"18/12/2020";2020-12-18;"18";"12";"2020";"18-12-2020";"Money Times";79;"https://www.moneytimes.com.br/terra-troca-gerdau-por-b3-na-carteira-recomendada-semanal/";2020-12-18;79;2020-12-18;2020-12-23;"TERRA INVESTIMENTOS DTVM LTDA"
"80";80;"https://www.moneytimes.com.br/xp-so-mantem-uma-acao-em-carteira-recomendada-semanal-veja-o-portfolio/";"""https://www.moneytimes.com.br/xp-so-mantem-uma-acao-em-carteira-recomendada-semanal-veja-o-portfolio/""";"18/12/2020 - 20:27";"XP só mantém uma ação em carteira recomendada semanal; veja o portfólio";"Marfrig";"Lojas Americanas";"Minerva";"Banrisul";"Weg";"MRFG3";"LAME4";"BEEF3";"BRSR6";"WEGE3";"20";"20";"20";"20";"20";"18/12/2020";2020-12-18;"18";"12";"2020";"18-12-2020";"Money Times";80;"https://www.moneytimes.com.br/xp-so-mantem-uma-acao-em-carteira-recomendada-semanal-veja-o-portfolio/";2020-12-18;80;2020-12-18;2020-12-23;"XP INVESTIMENTOS CCTVM S/A"
"81";81;"https://www.moneytimes.com.br/mycap-repagina-toda-a-carteira-recomendada-apos-golear-o-ibovespa/";"""https://www.moneytimes.com.br/mycap-repagina-toda-a-carteira-recomendada-apos-golear-o-ibovespa/""";"18/12/2020 - 21:17";"MyCap repagina toda a carteira recomendada semanal após golear o Ibovespa";"Via Varejo";"Minerva";"Ecorodovias";"Weg";"Tim";"VVAR3";"BEEF3";"ECOR3";"WEGE3";"TIMS3";"20";"20";"20";"20";"20";"18/12/2020";2020-12-18;"18";"12";"2020";"18-12-2020";"Money Times";81;"https://www.moneytimes.com.br/mycap-repagina-toda-a-carteira-recomendada-apos-golear-o-ibovespa/";2020-12-18;81;2020-12-18;2020-12-23;"ICAP DO BRASIL CTVM LTDA"
"82";82;"https://www.moneytimes.com.br/xp-mantem-carteira-que-apanhou-do-ibovespa-na-semana-passada-ela-vai-virar-o-jogo/";"""https://www.moneytimes.com.br/xp-mantem-carteira-que-apanhou-do-ibovespa-na-semana-passada-ela-vai-virar-o-jogo/""";"14/11/2020 - 16:00";"XP mantém carteira que apanhou do Ibovespa na semana passada. Ela vai virar o jogo?";"B3";"Eletrobras";"Magazine Luiza";"Marfrig";"Movida";"B3SA3";"ELET3";"MGLU3";"MRFG3";"MOVI3";"20";"20";"20";"20";"20";"14/11/2020";2020-11-14;"14";"11";"2020";"14-11-2020";"Money Times";82;"https://www.moneytimes.com.br/xp-mantem-carteira-que-apanhou-do-ibovespa-na-semana-passada-ela-vai-virar-o-jogo/";2020-11-14;82;2020-11-14;2020-11-19;"XP INVESTIMENTOS CCTVM S/A"
"83";83;"https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomenda-semanal-veja-o-portfolio/";"""https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomenda-semanal-veja-o-portfolio/""";"11/12/2020 - 20:14";"XP faz duas trocas em carteira recomendada semanal; veja o portfólio";"Porto Seguro";"Weg";"B3";"Eletrobras";"Gerdau";"PSSA3";"WEGE3";"B3SA3";"ELET3";"GGBR4";"20";"20";"20";"20";"20";"11/12/2020";2020-12-11;"11";"12";"2020";"11-12-2020";"Money Times";83;"https://www.moneytimes.com.br/xp-faz-duas-trocas-em-carteira-recomenda-semanal-veja-o-portfolio/";2020-12-11;83;2020-12-11;2020-12-16;"XP INVESTIMENTOS CCTVM S/A"
"84";84;"https://www.moneytimes.com.br/ativa-so-mantem-ultrapar-na-carteira-da-semana-veja-as-novidades/";"""https://www.moneytimes.com.br/ativa-so-mantem-ultrapar-na-carteira-da-semana-veja-as-novidades/""";"20/12/2020 - 12:13";"Ativa só mantém Ultrapar na carteira da semana; veja as novidades";"Minerva";"Banco BMG";"Energisa";"Ultrapar";"Vivara";"BEEF3";"BMGB4";"ENGI11";"UGPA3";"VIVA3";"20";"20";"20";"20";"20";"20/12/2020";2020-12-20;"20";"12";"2020";"20-12-2020";"Money Times";84;"https://www.moneytimes.com.br/ativa-so-mantem-ultrapar-na-carteira-da-semana-veja-as-novidades/";2020-12-20;84;2020-12-20;2020-12-25;"ATIVA INVESTIMENTOS S/A CTCV"
"85";85;"https://www.moneytimes.com.br/elite-troca-duas-acoes-em-sua-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/elite-troca-duas-acoes-em-sua-carteira-recomendada-semanal/""";"07/12/2020 - 10:40";"Elite troca duas ações em sua carteira recomendada semanal";"Banco do Brasil";"Magazine Luiza";"B3";"Eneva";"Suzano";"BBAS3";"MGLU3";"B3SA3";"ENEV3";"SUZB3";"20";"20";"20";"20";"20";"07/12/2020";2020-12-07;"07";"12";"2020";"07-12-2020";"Money Times";85;"https://www.moneytimes.com.br/elite-troca-duas-acoes-em-sua-carteira-recomendada-semanal/";2020-12-07;85;2020-12-07;2020-12-12;"ELITE CCVM LTDA"
"86";86;"https://www.moneytimes.com.br/mycap-seleciona-5-acoes-para-fechar-a-ultima-semana-de-2020/";"""https://www.moneytimes.com.br/mycap-seleciona-5-acoes-para-fechar-a-ultima-semana-de-2020/""";"23/12/2020 - 19:17";"MyCap seleciona 5 ações para fechar a última semana de 2020";"Via Varejo";"Minerva";"Ecorodovias";"Weg";"TIM";"VVAR3";"BEEF3";"ECOR3";"WEGE3";"TIMS3";"20";"20";"20";"20";"20";"23/12/2020";2020-12-23;"23";"12";"2020";"23-12-2020";"Money Times";86;"https://www.moneytimes.com.br/mycap-seleciona-5-acoes-para-fechar-a-ultima-semana-de-2020/";2020-12-23;86;2020-12-23;2020-12-28;"ICAP DO BRASIL CTVM LTDA"
"87";87;"https://www.moneytimes.com.br/mycap-faz-duas-alteracoes-em-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/mycap-faz-duas-alteracoes-em-carteira-recomendada-semanal/""";"04/12/2020 - 20:39";"MyCap faz duas alterações em carteira recomendada semanal";"Banco do Brasil";"Klabin";"Gerdau";"Totvs";"Lojas Americanas";"BBAS3";"KLBN11";"GGBR4";"TOTS3";"LAME4";"20";"20";"20";"20";"20";"04/12/2020";2020-12-04;"04";"12";"2020";"04-12-2020";"Money Times";87;"https://www.moneytimes.com.br/mycap-faz-duas-alteracoes-em-carteira-recomendada-semanal/";2020-12-04;87;2020-12-04;2020-12-09;"ICAP DO BRASIL CTVM LTDA"
"88";88;"https://www.moneytimes.com.br/veja-5-acoes-escolhidas-pela-xp-para-a-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/veja-5-acoes-escolhidas-pela-xp-para-a-carteira-recomendada-semanal/""";"04/12/2020 - 20:54";"Veja 5 ações escolhidas pela XP para a carteira recomendada semanal";"Lojas Hering";"Klabin";"B3";"Eletrobras";"Gerdau";"HGTX3";"KLBN11";"B3SA3";"ELET3";"GGBR4";"20";"20";"20";"20";"20";"04/12/2020";2020-12-04;"04";"12";"2020";"04-12-2020";"Money Times";88;"https://www.moneytimes.com.br/veja-5-acoes-escolhidas-pela-xp-para-a-carteira-recomendada-semanal/";2020-12-04;88;2020-12-04;2020-12-09;"XP INVESTIMENTOS CCTVM S/A"
"89";89;"https://www.moneytimes.com.br/elite-substitui-2-acoes-da-carteira-semanal-veja-o-portfolio-atualizado/";"""https://www.moneytimes.com.br/elite-substitui-2-acoes-da-carteira-semanal-veja-o-portfolio-atualizado/""";"02/11/2020 - 8:46";"Elite substitui 2 ações da carteira semanal; veja o portfólio atualizado";"Eneva";"Magazine Luiza";"Locaweb";"Transmissão Paulista";"Vale";"ENEV3";"MGLU3";"LWSA3";"TRPL4";"VALE3";"20";"20";"20";"20";"20";"02/11/2020";2020-11-02;"02";"11";"2020";"02-11-2020";"Money Times";89;"https://www.moneytimes.com.br/elite-substitui-2-acoes-da-carteira-semanal-veja-o-portfolio-atualizado/";2020-11-02;89;2020-11-02;2020-11-07;"ELITE CCVM LTDA"
"90";90;"https://www.moneytimes.com.br/movida-e-marfrig-entram-na-carteira-semanal-da-xp-notredame-e-petrobras-sao-excluidas/";"""https://www.moneytimes.com.br/movida-e-marfrig-entram-na-carteira-semanal-da-xp-notredame-e-petrobras-sao-excluidas/""";"07/11/2020 - 10:14";"Movida e Marfrig entram na carteira semanal da XP; NotreDame e Petrobras são excluídas";"Movida";"Marfrig";"Magazine Luiza";"Eletrobras";"B3";"MOVI3";"MRFG3";"MGLU3";"ELET3";"B3SA3";"20";"20";"20";"20";"20";"07/11/2020";2020-11-07;"07";"11";"2020";"07-11-2020";"Money Times";90;"https://www.moneytimes.com.br/movida-e-marfrig-entram-na-carteira-semanal-da-xp-notredame-e-petrobras-sao-excluidas/";2020-11-07;90;2020-11-07;2020-11-12;"XP INVESTIMENTOS CCTVM S/A"
"91";91;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-2-novas-indicacoes/";"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-2-novas-indicacoes/""";"30/10/2020 - 19:40";"Carteira semanal da MyCap ganha 2 novas indicações";"Petrobras";"Rumo";"Movida";"Bradesco";"Gerdau";"PETR4";"RAIL3";"MOVI3";"BBDC4";"GGBR4";"20";"20";"20";"20";"20";"30/10/2020";2020-10-30;"30";"10";"2020";"30-10-2020";"Money Times";91;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-2-novas-indicacoes/";2020-10-30;91;2020-10-30;2020-11-04;"ICAP DO BRASIL CTVM LTDA"
"92";92;"https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-2/";"""https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-2/""";"29/11/2020 - 10:54";"Ativa troca três ações em sua carteira recomendada semanal";"Magazine Luiza";"Locaweb";"Le Lis Blanc";"Vivo";"Smiles";"MGLU3";"LWSA3";"LLIS3";"VIVT3";"SMLS3";"20";"20";"20";"20";"20";"29/11/2020";2020-11-29;"29";"11";"2020";"29-11-2020";"Money Times";92;"https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-2/";2020-11-29;92;2020-11-29;2020-12-04;"ATIVA INVESTIMENTOS S/A CTCV"
"93";93;"https://www.moneytimes.com.br/xp-troca-tres-acoes-em-carteira-recomendada-semanal-veja-a-selecao/";"""https://www.moneytimes.com.br/xp-troca-tres-acoes-em-carteira-recomendada-semanal-veja-a-selecao/""";"27/11/2020 - 20:28";"XP troca três ações em carteira recomendada semanal; veja a seleção";"Lojas Hering";"Klabin";"B3";"Eletrobras";"Gerdau";"HGTX3";"KLBN11";"B3SA3";"ELET3";"GGBR4";"20";"20";"20";"20";"20";"27/11/2020";2020-11-27;"27";"11";"2020";"27-11-2020";"Money Times";93;"https://www.moneytimes.com.br/xp-troca-tres-acoes-em-carteira-recomendada-semanal-veja-a-selecao/";2020-11-27;93;2020-11-27;2020-12-02;"XP INVESTIMENTOS CCTVM S/A"
"94";94;"https://www.moneytimes.com.br/necton-retira-even-suzano-e-grendene-da-carteira-semanal-veja-as-novidades/";"""https://www.moneytimes.com.br/necton-retira-even-suzano-e-grendene-da-carteira-semanal-veja-as-novidades/""";"26/10/2020 - 9:24";"Necton retira Even, Suzano e Grendene da carteira semanal; veja as novidades";"Hering";"Tupy";"C&A";"Copel";"BMG";"HGTX3";"TUPY3";"CEAB3";"CPLE6";"BMGB4";"20";"20";"20";"20";"20";"26/10/2020";2020-10-26;"26";"10";"2020";"26-10-2020";"Money Times";94;"https://www.moneytimes.com.br/necton-retira-even-suzano-e-grendene-da-carteira-semanal-veja-as-novidades/";2020-10-26;94;2020-10-26;2020-10-31;"NECTON INVESTIMENTOS S.A. CVMC"
"95";95;"https://www.moneytimes.com.br/btg-troca-ambev-e-qualicorp-por-b3-e-eneva-na-carteira-da-semana/";"""https://www.moneytimes.com.br/btg-troca-ambev-e-qualicorp-por-b3-e-eneva-na-carteira-da-semana/""";"29/11/2020 - 13:06";"BTG troca Ambev e Qualicorp por B3 e Eneva na carteira da semana";"B3";"Bradesco";"Hapvida";"Lojas Renner";"Eneva";"B3SA3";"BBDC4";"HAPV3";"LREN3";"ENEV3";"20";"20";"20";"20";"20";"29/11/2020";2020-11-29;"29";"11";"2020";"29-11-2020";"Money Times";95;"https://www.moneytimes.com.br/btg-troca-ambev-e-qualicorp-por-b3-e-eneva-na-carteira-da-semana/";2020-11-29;95;2020-11-29;2020-12-04;"BTG PACTUAL CTVM S/A"
"96";96;"https://www.moneytimes.com.br/mycap-troca-todos-os-papeis-da-carteira-semanal-veja-as-novas-indicacoes/";"""https://www.moneytimes.com.br/mycap-troca-todos-os-papeis-da-carteira-semanal-veja-as-novas-indicacoes/""";"23/10/2020 - 19:34";"MyCap troca todos os papéis da carteira semanal; veja as novas indicações";"Petrobras";"Rumo";"B2W";"Movida";"Klabin";"PETR4";"RAIL3";"BTOW3";"MOVI3";"KLBN11";"20";"20";"20";"20";"20";"23/10/2020";2020-10-23;"23";"10";"2020";"23-10-2020";"Money Times";96;"https://www.moneytimes.com.br/mycap-troca-todos-os-papeis-da-carteira-semanal-veja-as-novas-indicacoes/";2020-10-23;96;2020-10-23;2020-10-28;"ICAP DO BRASIL CTVM LTDA"
"97";97;"https://www.moneytimes.com.br/xp-troca-marfrig-por-iguatemi-em-carteira-recomendada-semanal-veja-o-portfolio-completo/";"""https://www.moneytimes.com.br/xp-troca-marfrig-por-iguatemi-em-carteira-recomendada-semanal-veja-o-portfolio-completo/""";"20/11/2020 - 19:52";"XP troca Marfrig por Iguatemi em carteira recomendada semanal; veja o portfólio completo";"Movida";"Iguatemi";"B3";"Eletrobras";"Magazine Luiza";"MOVI3";"IGTA3";"B3SA3";"ELET3";"MGLU3";"20";"20";"20";"20";"20";"20/11/2020";2020-11-20;"20";"11";"2020";"20-11-2020";"Money Times";97;"https://www.moneytimes.com.br/xp-troca-marfrig-por-iguatemi-em-carteira-recomendada-semanal-veja-o-portfolio-completo/";2020-11-20;97;2020-11-20;2020-11-25;"XP INVESTIMENTOS CCTVM S/A"
"98";98;"https://www.moneytimes.com.br/necton-mantem-acoes-da-wiz-e-troca-restante-do-portfolio-semanal/";"""https://www.moneytimes.com.br/necton-mantem-acoes-da-wiz-e-troca-restante-do-portfolio-semanal/""";"23/11/2020 - 10:01";"Necton mantém ações da Wiz e troca restante do portfólio semanal";"Wiz";"Cogna";"Banco do Brasil";"Trisul";"Randon";"WIZS3";"COGN3";"BBAS3";"TRIS3";"RAPT4";"20";"20";"20";"20";"20";"23/11/2020";2020-11-23;"23";"11";"2020";"23-11-2020";"Money Times";98;"https://www.moneytimes.com.br/necton-mantem-acoes-da-wiz-e-troca-restante-do-portfolio-semanal/";2020-11-23;98;2020-11-23;2020-11-28;"NECTON INVESTIMENTOS S.A. CVMC"
"99";99;"https://www.moneytimes.com.br/ativa-troca-bradesco-e-anima-por-romi-e-even-na-carteira-semanal/";"""https://www.moneytimes.com.br/ativa-troca-bradesco-e-anima-por-romi-e-even-na-carteira-semanal/""";"19/10/2020 - 11:47";"Ativa troca Bradesco e Ânima por Romi e Even na carteira semanal";"Vale";"Romi";"RaiaDrogasil";"Magazine Luiza";"Even";"VALE3";"ROMI3";"RADL3";"MGLU3";"EVEN3";"20";"20";"20";"20";"20";"19/10/2020";2020-10-19;"19";"10";"2020";"19-10-2020";"Money Times";99;"https://www.moneytimes.com.br/ativa-troca-bradesco-e-anima-por-romi-e-even-na-carteira-semanal/";2020-10-19;99;2020-10-19;2020-10-24;"ATIVA INVESTIMENTOS S/A CTCV"
"100";100;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novas-acoes/";"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novas-acoes/""";"16/10/2020 - 19:15";"Carteira semanal da MyCap ganha 3 novas ações";"BRF";"Camil";"Magazine Luiza";"Vulcabras";"Direcional";"BRFS3";"CAML3";"MGLU3";"VULC3";"DIRR3";"20";"20";"20";"20";"20";"16/10/2020";2020-10-16;"16";"10";"2020";"16-10-2020";"Money Times";100;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novas-acoes/";2020-10-16;100;2020-10-16;2020-10-21;"ICAP DO BRASIL CTVM LTDA"
"101";101;"https://www.moneytimes.com.br/nova-futura-recomenda-cinco-acoes-para-a-semana-veja/";"""https://www.moneytimes.com.br/nova-futura-recomenda-cinco-acoes-para-a-semana-veja/""";"19/10/2020 - 11:04";"Nova Futura recomenda cinco ações para a semana; veja";"Equatorial";"Itaú Unibanco";"Lojas Americanas";"São Martinho";"AES Tietê";"EQTL3";"ITUB4";"LAME4";"SMTO3";"TIET11";"20";"20";"20";"20";"20";"19/10/2020";2020-10-19;"19";"10";"2020";"19-10-2020";"Money Times";101;"https://www.moneytimes.com.br/nova-futura-recomenda-cinco-acoes-para-a-semana-veja/";2020-10-19;101;2020-10-19;2020-10-24;"NOVA FUTURA CTVM LTDA"
"102";102;"https://www.moneytimes.com.br/btg-pactual-retira-acoes-da-bradespar-e-localiza-do-seu-portfolio-semanal-veja-as-novidades/";"""https://www.moneytimes.com.br/btg-pactual-retira-acoes-da-bradespar-e-localiza-do-seu-portfolio-semanal-veja-as-novidades/""";"23/11/2020 - 10:49";"BTG Pactual retira ações da Bradespar e Localiza do seu portfólio semanal; veja as novidades";"Ambev";"Bradesco";"Hapvida";"Lojas Renner";"Qualicorp";"ABEV3";"BBDC4";"HAPV3";"LREN3";"QUAL3";"20";"20";"20";"20";"20";"23/11/2020";2020-11-23;"23";"11";"2020";"23-11-2020";"Money Times";102;"https://www.moneytimes.com.br/btg-pactual-retira-acoes-da-bradespar-e-localiza-do-seu-portfolio-semanal-veja-as-novidades/";2020-11-23;102;2020-11-23;2020-11-28;"BTG PACTUAL CTVM S/A"
