"";"id_url";"url";"url2";"data";"titulo";"empresa1";"empresa2";"empresa3";"empresa4";"empresa5";"ticker1";"ticker2";"ticker3";"ticker4";"ticker5";"peso1";"peso2";"peso3";"peso4";"peso5";"data_temp";"data_hora";"dia";"mes";"ano";"data_completa";"fonte_noticia";"id_noticia";"url_noticia";"data_noticia";"id_carteira";"data_carteira";"validade_carteira";"corretora"
"31";31;"https://www.moneytimes.com.br/carteira-semanal-da-necton-ganha-3-novas-acoes-veja-as-novidades/";"""https://www.moneytimes.com.br/carteira-semanal-da-necton-ganha-3-novas-acoes-veja-as-novidades/""";"17/02/2021 - 12:34";"Carteira semanal da Necton ganha 3 novas ações; veja as novidades";"Vale";"Magazine Luiza";"Raia Drogasil";"Natura";"Petz";"VALE3";"MGLU3";"RADL3";"NTCO3";"PETZ3";"20";"20";"20";"20";"20";"17/02/2021";2021-02-17;"17";"02";"2021";"17-02-2021";"Money Times";31;"https://www.moneytimes.com.br/carteira-semanal-da-necton-ganha-3-novas-acoes-veja-as-novidades/";2021-02-17;31;2021-02-17;2021-02-22;"NECTON INVESTIMENTOS S.A. CVMC"
"32";32;"https://www.moneytimes.com.br/elite-troca-notre-dame-por-b2w-em-carteira-que-ja-rendeu-849-em-fevereiro/";"""https://www.moneytimes.com.br/elite-troca-notre-dame-por-b2w-em-carteira-que-ja-rendeu-849-em-fevereiro/""";"17/02/2021 - 12:43";"Elite troca Notre Dame por B2W em carteira que já rendeu 8,49% em fevereiro";"B3";"B2W";"Magazine Luiza";"Suzano";"Weg";"B3SA3";"BTOW3";"MGLU3";"SUZB3";"WEGE3";"20";"20";"20";"20";"20";"17/02/2021";2021-02-17;"17";"02";"2021";"17-02-2021";"Money Times";32;"https://www.moneytimes.com.br/elite-troca-notre-dame-por-b2w-em-carteira-que-ja-rendeu-849-em-fevereiro/";2021-02-17;32;2021-02-17;2021-02-22;"ELITE CCVM LTDA"
"33";33;"https://www.moneytimes.com.br/rede-dor-e-embraer-sao-as-novas-apostas-da-carteira-semanal-da-ativa/";"""https://www.moneytimes.com.br/rede-dor-e-embraer-sao-as-novas-apostas-da-carteira-semanal-da-ativa/""";"17/02/2021 - 12:13";"Rede D’Or e Embraer são as novas apostas da carteira semanal da Ativa";"PetroRio";"Rede D’Or";"JBS";"Magazine Luiza";"Embraer";"PRIO3";"RDOR3";"JBSS3";"MGLU3";"EMBR3";"20";"20";"20";"20";"20";"17/02/2021";2021-02-17;"17";"02";"2021";"17-02-2021";"Money Times";33;"https://www.moneytimes.com.br/rede-dor-e-embraer-sao-as-novas-apostas-da-carteira-semanal-da-ativa/";2021-02-17;33;2021-02-17;2021-02-22;"ATIVA INVESTIMENTOS S/A CTCV"
"34";34;"https://www.moneytimes.com.br/xp-troca-duas-acoes-em-carteira-semanal-veja-o-portfolio/";"""https://www.moneytimes.com.br/xp-troca-duas-acoes-em-carteira-semanal-veja-o-portfolio/""";"12/02/2021 - 21:10";"XP troca duas ações em carteira semanal; veja o portfólio";"Fleury";"BR Distribuidora";"Vale";"Marfrig";"Lojas Americanas";"FLRY3";"BRDT3";"VALE3";"MRFG3";"LAME3";"20";"20";"20";"20";"20";"12/02/2021";2021-02-12;"12";"02";"2021";"12-02-2021";"Money Times";34;"https://www.moneytimes.com.br/xp-troca-duas-acoes-em-carteira-semanal-veja-o-portfolio/";2021-02-12;34;2021-02-12;2021-02-17;"XP INVESTIMENTOS CCTVM S/A"
"35";35;"https://www.moneytimes.com.br/btg-bate-o-ibovespa-na-semana-e-troca-apenas-uma-acao-na-carteira-recomendada/";"""https://www.moneytimes.com.br/btg-bate-o-ibovespa-na-semana-e-troca-apenas-uma-acao-na-carteira-recomendada/""";"22/03/2021 - 7:44";"BTG bate o Ibovespa na semana e troca apenas uma ação na carteira recomendada";"Cosan";"Bradesco";"Energias do Brasil";"Embraer";"Enauta";"CSAN3";"BBDC4";"ENBR3";"EMBR3";"ENAT3";"20";"20";"20";"20";"20";"22/03/2021";2021-03-22;"22";"03";"2021";"22-03-2021";"Money Times";35;"https://www.moneytimes.com.br/btg-bate-o-ibovespa-na-semana-e-troca-apenas-uma-acao-na-carteira-recomendada/";2021-03-22;35;2021-03-22;2021-03-27;"BTG PACTUAL CTVM S/A"
"36";36;"https://www.moneytimes.com.br/so-magazine-luiza-sobrevive-em-carteira-recomendada-semanal-da-mycap/";"""https://www.moneytimes.com.br/so-magazine-luiza-sobrevive-em-carteira-recomendada-semanal-da-mycap/""";"12/03/2021 - 21:38";"Só Magazine Luiza sobrevive em carteira recomendada semanal da MyCap";"Portobello";"Qualicorp";"Locaweb";"Magazine Luiza";"Bradespar";"PTBL3";"QUAL3";"LWSA3";"MGLU3";"BRAP4";"20";"20";"20";"20";"20";"12/03/2021";2021-03-12;"12";"03";"2021";"12-03-2021";"Money Times";36;"https://www.moneytimes.com.br/so-magazine-luiza-sobrevive-em-carteira-recomendada-semanal-da-mycap/";2021-03-12;36;2021-03-12;2021-03-17;"ICAP DO BRASIL CTVM LTDA"
"37";37;"https://www.moneytimes.com.br/mycap-troca-maioria-das-acoes-da-carteira-semanal-veja-as-novidades/";"""https://www.moneytimes.com.br/mycap-troca-maioria-das-acoes-da-carteira-semanal-veja-as-novidades/""";"12/02/2021 - 19:40";"MyCap troca maioria das ações da carteira semanal; veja as novidades";"Magazine Luiza";"Hypera";"Locaweb";"Itaú Unibanco";"Movida";"MGLU3";"HYPE3";"LWSA3";"ITUB4";"MOVI3";"20";"20";"20";"20";"20";"12/02/2021";2021-02-12;"12";"02";"2021";"12-02-2021";"Money Times";37;"https://www.moneytimes.com.br/mycap-troca-maioria-das-acoes-da-carteira-semanal-veja-as-novidades/";2021-02-12;37;2021-02-12;2021-02-17;"ICAP DO BRASIL CTVM LTDA"
"38";38;"https://www.moneytimes.com.br/xp-troca-dois-papeis-em-carteira-recomendada-semanal-veja-quais/";"""https://www.moneytimes.com.br/xp-troca-dois-papeis-em-carteira-recomendada-semanal-veja-quais/""";"12/03/2021 - 20:45";"XP troca dois papéis em carteira recomendada semanal; veja quais";"Sanepar";"Eletrobras";"Vale";"Marfrig";"Quero-Quero";"SAPR11";"ELET6";"VALE3";"MRFG3";"LJQQ3";"20";"20";"20";"20";"20";"12/03/2021";2021-03-12;"12";"03";"2021";"12-03-2021";"Money Times";38;"https://www.moneytimes.com.br/xp-troca-dois-papeis-em-carteira-recomendada-semanal-veja-quais/";2021-03-12;38;2021-03-12;2021-03-17;"XP INVESTIMENTOS CCTVM S/A"
"39";39;"https://www.moneytimes.com.br/necton-refaz-aposta-nas-acoes-da-vale-em-sua-carteira-semanal/";"""https://www.moneytimes.com.br/necton-refaz-aposta-nas-acoes-da-vale-em-sua-carteira-semanal/""";"08/02/2021 - 9:48";"Necton refaz aposta nas ações da Vale em sua carteira semanal";"Vale";"Magazine Luiza";"Duratex";"JBS";"Pague Menos";"VALE3";"MGLU3";"DTEX3";"JBSS3";"PGMN3";"20";"20";"20";"20";"20";"08/02/2021";2021-02-08;"08";"02";"2021";"08-02-2021";"Money Times";39;"https://www.moneytimes.com.br/necton-refaz-aposta-nas-acoes-da-vale-em-sua-carteira-semanal/";2021-02-08;39;2021-02-08;2021-02-13;"NECTON INVESTIMENTOS S.A. CVMC"
"40";40;"https://www.moneytimes.com.br/mycap-indica-3-novas-acoes-na-carteira-semanal/";"""https://www.moneytimes.com.br/mycap-indica-3-novas-acoes-na-carteira-semanal/""";"05/02/2021 - 19:24";"MyCap indica 3 novas ações na carteira semanal";"Magazine Luiza";"Porto Seguro";"Aeris";"WEG";"Petrobras";"MGLU3";"PSSA3";"AERI3";"WEGE3";"PETR4";"20";"20";"20";"20";"20";"05/02/2021";2021-02-05;"05";"02";"2021";"05-02-2021";"Money Times";40;"https://www.moneytimes.com.br/mycap-indica-3-novas-acoes-na-carteira-semanal/";2021-02-05;40;2021-02-05;2021-02-10;"ICAP DO BRASIL CTVM LTDA"
"41";41;"https://www.moneytimes.com.br/ativa-substitui-tres-acoes-na-carteira-recomendada-da-semana/";"""https://www.moneytimes.com.br/ativa-substitui-tres-acoes-na-carteira-recomendada-da-semana/""";"14/03/2021 - 15:31";"Ativa substitui três ações na carteira recomendada da semana";"Eneva";"WEG";"Klabin";"MRV";"Embraer";"ENEV3";"WEGE3";"KLBN11";"MRVE3";"EMBR3";"20";"20";"20";"20";"20";"14/03/2021";2021-03-14;"14";"03";"2021";"14-03-2021";"Money Times";41;"https://www.moneytimes.com.br/ativa-substitui-tres-acoes-na-carteira-recomendada-da-semana/";2021-03-14;41;2021-03-14;2021-03-19;"ATIVA INVESTIMENTOS S/A CTCV"
"42";42;"https://www.moneytimes.com.br/btg-troca-vale-e-suzano-por-taurus-e-bradesco-na-carteira-da-semana/";"""https://www.moneytimes.com.br/btg-troca-vale-e-suzano-por-taurus-e-bradesco-na-carteira-da-semana/""";"14/03/2021 - 15:12";"BTG troca Vale e Suzano por Taurus e Bradesco na carteira da semana";"Cosan";"Bradesco";"Taurus";"Embraer";"Enauta";"CSAN3";"BBDC4";"TASA4";"EMBR3";"ENAT3";"20";"20";"20";"20";"20";"14/03/2021";2021-03-14;"14";"03";"2021";"14-03-2021";"Money Times";42;"https://www.moneytimes.com.br/btg-troca-vale-e-suzano-por-taurus-e-bradesco-na-carteira-da-semana/";2021-03-14;42;2021-03-14;2021-03-19;"BTG PACTUAL CTVM S/A"
"43";43;"https://www.moneytimes.com.br/xp-faz-tres-alteracoes-em-carteira-recomendada-semanal-veja-o-que-muda/";"""https://www.moneytimes.com.br/xp-faz-tres-alteracoes-em-carteira-recomendada-semanal-veja-o-que-muda/""";"05/03/2021 - 21:02";"XP faz três alterações em carteira recomendada semanal; veja o que muda";"Braskem";"Eletrobras";"Vale";"Marfrig";"Klabin";"BRKM5";"ELET6";"VALE3";"MRFG3";"KLBN11";"20";"20";"20";"20";"20";"05/03/2021";2021-03-05;"05";"03";"2021";"05-03-2021";"Money Times";43;"https://www.moneytimes.com.br/xp-faz-tres-alteracoes-em-carteira-recomendada-semanal-veja-o-que-muda/";2021-03-05;43;2021-03-05;2021-03-10;"XP INVESTIMENTOS CCTVM S/A"
"44";44;"https://www.moneytimes.com.br/btg-faz-3-alteracoes-na-carteira-semanal/";"""https://www.moneytimes.com.br/btg-faz-3-alteracoes-na-carteira-semanal/""";"01/02/2021 - 7:36";"BTG faz 3 alterações na carteira semanal";"Portobello";"Vale";"Taurus";"Azul";"Santos Brasil";"PTBL3";"VALE3";"TASA4";"AZUL4";"STBP3";"20";"20";"20";"20";"20";"01/02/2021";2021-02-01;"01";"02";"2021";"01-02-2021";"Money Times";44;"https://www.moneytimes.com.br/btg-faz-3-alteracoes-na-carteira-semanal/";2021-02-01;44;2021-02-01;2021-02-06;"BTG PACTUAL CTVM S/A"
"45";45;"https://www.moneytimes.com.br/com-foco-no-setor-de-utilities-carteira-semanal-da-ativa-ganha-duas-novas-acoes/";"""https://www.moneytimes.com.br/com-foco-no-setor-de-utilities-carteira-semanal-da-ativa-ganha-duas-novas-acoes/""";"01/02/2021 - 10:08";"Com foco no setor de utilities, carteira semanal da Ativa ganha duas novas ações";"JBS";"Lojas Quero-Quero";"Copel";"Sabesp";"Magazine Luiza";"JBSS3";"LJQQ3";"CPLE6";"SBSP3";"MGLU3";"20";"20";"20";"20";"20";"01/02/2021";2021-02-01;"01";"02";"2021";"01-02-2021";"Money Times";45;"https://www.moneytimes.com.br/com-foco-no-setor-de-utilities-carteira-semanal-da-ativa-ganha-duas-novas-acoes/";2021-02-01;45;2021-02-01;2021-02-06;"ATIVA INVESTIMENTOS S/A CTCV"
"46";46;"https://www.moneytimes.com.br/ativa-troca-eneva-e-unipar-por-santander-e-sulamerica-na-carteira-da-semana/";"""https://www.moneytimes.com.br/ativa-troca-eneva-e-unipar-por-santander-e-sulamerica-na-carteira-da-semana/""";"08/03/2021 - 7:59";"Ativa troca Eneva e Unipar por Santander e SulAmérica na carteira da semana";"PetroRio";"SulAmérica";"Klabin";"Santander";"Embraer";"PRIO3";"SULA11";"KLBN11";"SANB11";"EMBR3";"20";"20";"20";"20";"20";"08/03/2021";2021-03-08;"08";"03";"2021";"08-03-2021";"Money Times";46;"https://www.moneytimes.com.br/ativa-troca-eneva-e-unipar-por-santander-e-sulamerica-na-carteira-da-semana/";2021-03-08;46;2021-03-08;2021-03-13;"ATIVA INVESTIMENTOS S/A CTCV"
"47";47;"https://www.moneytimes.com.br/btg-troca-copasa-e-fleury-por-portobello-e-totvs-na-carteira-semanal/";"""https://www.moneytimes.com.br/btg-troca-copasa-e-fleury-por-portobello-e-totvs-na-carteira-semanal/""";"26/01/2021 - 8:53";"BTG troca Copasa e Fleury por Portobello e Totvs na carteira semanal";"Portobello";"Totvs";"Ômega";"Suzano";"Taurus";"PTBL3";"TOTS3";"OMGE3";"SUZB3";"TASA4";"20";"20";"20";"20";"20";"26/01/2021";2021-01-26;"26";"01";"2021";"26-01-2021";"Money Times";47;"https://www.moneytimes.com.br/btg-troca-copasa-e-fleury-por-portobello-e-totvs-na-carteira-semanal/";2021-01-26;47;2021-01-26;2021-01-31;"BTG PACTUAL CTVM S/A"
"48";48;"https://www.moneytimes.com.br/btg-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/";"""https://www.moneytimes.com.br/btg-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/""";"22/02/2021 - 8:11";"BTG troca três ações em sua carteira recomendada semanal; veja";"Azul";"Vale";"Suzano";"Natura";"Totvs";"AZUL4";"VALE3";"SUZB3";"NTCO3";"TOTS3";"20";"20";"20";"20";"20";"22/02/2021";2021-02-22;"22";"02";"2021";"22-02-2021";"Money Times";48;"https://www.moneytimes.com.br/btg-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/";2021-02-22;48;2021-02-22;2021-02-27;"BTG PACTUAL CTVM S/A"
"49";49;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novos-papeis/";"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novos-papeis/""";"22/01/2021 - 20:02";"Carteira semanal da MyCap ganha 3 novos papéis";"WEG";"B3";"Lojas Americanas";"BTG Pactual";"Movida";"WEGE3";"B3SA3";"LAME4";"BPAC11";"MOVI3";"20";"20";"20";"20";"20";"22/01/2021";2021-01-22;"22";"01";"2021";"22-01-2021";"Money Times";49;"https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novos-papeis/";2021-01-22;49;2021-01-22;2021-01-27;"ICAP DO BRASIL CTVM LTDA"
"50";50;"https://www.moneytimes.com.br/ativa-troca-sequoia-e-petz-por-eneva-e-unipar-na-carteira-da-semana/";"""https://www.moneytimes.com.br/ativa-troca-sequoia-e-petz-por-eneva-e-unipar-na-carteira-da-semana/""";"28/02/2021 - 10:05";"Ativa troca Sequoia e Petz por Eneva e Unipar na carteira da semana";"PetroRio";"Eneva";"Klabin";"Unipar";"Embraer";"PRIO3";"ENEV3";"KLBN11";"UNIP6";"EMBR3";"20";"20";"20";"20";"20";"28/02/2021";2021-02-28;"28";"02";"2021";"28-02-2021";"Money Times";50;"https://www.moneytimes.com.br/ativa-troca-sequoia-e-petz-por-eneva-e-unipar-na-carteira-da-semana/";2021-02-28;50;2021-02-28;2021-03-05;"ATIVA INVESTIMENTOS S/A CTCV"
"51";51;"https://www.moneytimes.com.br/carteira-semanal-do-btg-tem-acao-que-pode-disparar-quase-10-confira/";"""https://www.moneytimes.com.br/carteira-semanal-do-btg-tem-acao-que-pode-disparar-quase-10-confira/""";"18/01/2021 - 9:30";"Carteira semanal do BTG tem ação que pode disparar quase 10%; confira";"Copasa";"Fleury";"Ômega";"Suzano";"Taurus";"CSMG3";"FLRY3";"OMGE3";"SUZB3";"TASA4";"20";"20";"20";"20";"20";"18/01/2021";2021-01-18;"18";"01";"2021";"18-01-2021";"Money Times";51;"https://www.moneytimes.com.br/carteira-semanal-do-btg-tem-acao-que-pode-disparar-quase-10-confira/";2021-01-18;51;2021-01-18;2021-01-23;"BTG PACTUAL CTVM S/A"
"52";52;"https://www.moneytimes.com.br/carteira-da-ativa-bate-o-ibovespa-na-semana-e-realiza-tres-novas-trocas/";"""https://www.moneytimes.com.br/carteira-da-ativa-bate-o-ibovespa-na-semana-e-realiza-tres-novas-trocas/""";"22/02/2021 - 8:27";"Carteira da Ativa bate o Ibovespa na semana e realiza três novas trocas";"PetroRio";"Petz";"Klabin";"Sequoia";"Embraer";"PRIO3";"PETZ3";"KLBN11";"SEQL3";"EMBR3";"20";"20";"20";"20";"20";"22/02/2021";2021-02-22;"22";"02";"2021";"22-02-2021";"Money Times";52;"https://www.moneytimes.com.br/carteira-da-ativa-bate-o-ibovespa-na-semana-e-realiza-tres-novas-trocas/";2021-02-22;52;2021-02-22;2021-02-27;"ATIVA INVESTIMENTOS S/A CTCV"
"53";53;"https://www.moneytimes.com.br/apos-tensoes-politicas-acao-do-banco-do-brasil-cai-fora-de-carteira-semanal-da-elite/";"""https://www.moneytimes.com.br/apos-tensoes-politicas-acao-do-banco-do-brasil-cai-fora-de-carteira-semanal-da-elite/""";"18/01/2021 - 11:01";"Após tensões políticas, ação do Banco do Brasil cai fora de carteira semanal da Elite";"B3";"BTG Pactual";"Eneva";"Magazine Luiza";"Yduqs";"B3SA3";"BPAC11";"ENEV3";"MGLU3";"YDUQ3";"20";"20";"20";"20";"20";"18/01/2021";2021-01-18;"18";"01";"2021";"18-01-2021";"Money Times";53;"https://www.moneytimes.com.br/apos-tensoes-politicas-acao-do-banco-do-brasil-cai-fora-de-carteira-semanal-da-elite/";2021-01-18;53;2021-01-18;2021-01-23;"ELITE CCVM LTDA"
"54";54;"https://www.moneytimes.com.br/xp-aposta-em-gafisa-e-totvs-para-a-semana-veja-o-portfolio-completo/";"""https://www.moneytimes.com.br/xp-aposta-em-gafisa-e-totvs-para-a-semana-veja-o-portfolio-completo/""";"26/02/2021 - 21:57";"XP aposta em Gafisa e Totvs para a semana; veja o portfólio completo";"Gafisa";"Totvs";"Vale";"Marfrig";"Lojas Americanas";"GFSA3";"TOTS3";"VALE3";"MRFG3";"LAME3";"20";"20";"20";"20";"20";"26/02/2021";2021-02-26;"26";"02";"2021";"26-02-2021";"Money Times";54;"https://www.moneytimes.com.br/xp-aposta-em-gafisa-e-totvs-para-a-semana-veja-o-portfolio-completo/";2021-02-26;54;2021-02-26;2021-03-03;"XP INVESTIMENTOS CCTVM S/A"
"55";55;"https://www.moneytimes.com.br/ativa-traz-quatro-acoes-para-encarar-semana-e-apenas-mantem-papeis-da-jbs/";"""https://www.moneytimes.com.br/ativa-traz-quatro-acoes-para-encarar-semana-e-apenas-mantem-papeis-da-jbs/""";"18/01/2021 - 10:38";"Ativa traz quatro ações para encarar semana e apenas mantém papéis da JBS";"Grupo Soma";"Grupo Mateus";"JBS";"Neoenergia";"Braskem";"SOMA3";"GMAT3";"JBSS3";"NEOE3";"BRKM5";"20";"20";"20";"20";"20";"18/01/2021";2021-01-18;"18";"01";"2021";"18-01-2021";"Money Times";55;"https://www.moneytimes.com.br/ativa-traz-quatro-acoes-para-encarar-semana-e-apenas-mantem-papeis-da-jbs/";2021-01-18;55;2021-01-18;2021-01-23;"ATIVA INVESTIMENTOS S/A CTCV"
"56";56;"https://www.moneytimes.com.br/veja-as-cinco-acoes-da-xp-para-encarar-a-semana/";"""https://www.moneytimes.com.br/veja-as-cinco-acoes-da-xp-para-encarar-a-semana/""";"19/02/2021 - 21:52";"Veja as cinco ações da XP para encarar a semana";"Fleury";"BR Distribuidora";"Vale";"Marfrig";"Lojas Americanas";"FLRY3";"BRDT3";"VALE3";"MRFG3";"LAME3";"20";"20";"20";"20";"20";"19/02/2021";2021-02-19;"19";"02";"2021";"19-02-2021";"Money Times";56;"https://www.moneytimes.com.br/veja-as-cinco-acoes-da-xp-para-encarar-a-semana/";2021-02-19;56;2021-02-19;2021-02-24;"XP INVESTIMENTOS CCTVM S/A"
"57";57;"https://www.moneytimes.com.br/xp-inclui-magazine-luiza-e-br-em-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/xp-inclui-magazine-luiza-e-br-em-carteira-recomendada-semanal/""";"05/02/2021 - 21:14";"XP inclui Magazine Luiza e BR em carteira recomendada semanal";"BMG";"BR Distribuidora";"Vale";"Magazine Luiza";"Lojas Americanas";"BMGB4";"BRDT3";"VALE3";"MGLU3";"LAME3";"20";"20";"20";"20";"20";"05/02/2021";2021-02-05;"05";"02";"2021";"05-02-2021";"Money Times";57;"https://www.moneytimes.com.br/xp-inclui-magazine-luiza-e-br-em-carteira-recomendada-semanal/";2021-02-05;57;2021-02-05;2021-02-10;"XP INVESTIMENTOS CCTVM S/A"
"58";58;"https://www.moneytimes.com.br/apos-apanhar-do-ibovespa-mycap-recalibra-carteira-semanal-com-quatro-trocas/";"""https://www.moneytimes.com.br/apos-apanhar-do-ibovespa-mycap-recalibra-carteira-semanal-com-quatro-trocas/""";"09/01/2021 - 10:46";"Após apanhar do Ibovespa, MyCap recalibra carteira semanal com quatro trocas";"B2W";"Banco Inter";"BTG Pactual";"Duratex";"Unidas";"BTOW3";"BIDI4";"BPAC11";"DTEX3";"LCAM3";"20";"20";"20";"20";"20";"09/01/2021";2021-01-09;"09";"01";"2021";"09-01-2021";"Money Times";58;"https://www.moneytimes.com.br/apos-apanhar-do-ibovespa-mycap-recalibra-carteira-semanal-com-quatro-trocas/";2021-01-09;58;2021-01-09;2021-01-14;"ICAP DO BRASIL CTVM LTDA"
"59";59;"https://www.moneytimes.com.br/xp-substitui-marfrig-por-eztec-em-carteira-semanal/";"""https://www.moneytimes.com.br/xp-substitui-marfrig-por-eztec-em-carteira-semanal/""";"31/12/2020 - 19:59";"XP substitui Marfrig por Eztec em carteira semanal";"Eztec";"WEG";"Lojas Americanas";"Minerva";"Banrisul";"EZTC3";"WEGE3";"LAME4";"BEEF3";"BRSR6";"20";"20";"20";"20";"20";"31/12/2020";2020-12-31;"31";"12";"2020";"31-12-2020";"Money Times";59;"https://www.moneytimes.com.br/xp-substitui-marfrig-por-eztec-em-carteira-semanal/";2020-12-31;59;2020-12-31;2021-01-05;"XP INVESTIMENTOS CCTVM S/A"
"60";60;"https://www.moneytimes.com.br/elite-segue-com-as-cinco-acoes-que-renderam-mais-que-ibovespa-na-ultima-semana/";"""https://www.moneytimes.com.br/elite-segue-com-as-cinco-acoes-que-renderam-mais-que-ibovespa-na-ultima-semana/""";"04/01/2021 - 10:28";"Elite segue com as cinco ações que renderam mais que Ibovespa na última semana";"B3";"BTG Pactual";"Eneva";"Magazine Luiza";"NotreDame";"B3SA3";"BPAC11";"ENEV3";"MGLU3";"GNDI3";"20";"20";"20";"20";"20";"04/01/2021";2021-01-04;"04";"01";"2021";"04-01-2021";"Money Times";60;"https://www.moneytimes.com.br/elite-segue-com-as-cinco-acoes-que-renderam-mais-que-ibovespa-na-ultima-semana/";2021-01-04;60;2021-01-04;2021-01-09;"ELITE CCVM LTDA"
"61";61;"https://www.moneytimes.com.br/necton-mantem-apenas-direcional-na-carteira-recomendada-da-semana-veja-o-novo-portfolio/";"""https://www.moneytimes.com.br/necton-mantem-apenas-direcional-na-carteira-recomendada-da-semana-veja-o-novo-portfolio/""";"01/02/2021 - 10:45";"Necton mantém apenas Direcional na carteira recomendada da semana; veja o novo portfólio";"Vale";"Simpar";"Cosan Logística";"ABC Brasil";"Direcional";"VALE3";"SIMH3";"RLOG3";"ABCB4";"DIRR3";"20";"20";"20";"20";"20";"01/02/2021";2021-02-01;"01";"02";"2021";"01-02-2021";"Money Times";61;"https://www.moneytimes.com.br/necton-mantem-apenas-direcional-na-carteira-recomendada-da-semana-veja-o-novo-portfolio/";2021-02-01;61;2021-02-01;2021-02-06;"NECTON INVESTIMENTOS S.A. CVMC"
"62";62;"https://www.moneytimes.com.br/comece-a-operar-em-2021-com-a-carteira-semanal-da-mycap/";"""https://www.moneytimes.com.br/comece-a-operar-em-2021-com-a-carteira-semanal-da-mycap/""";"31/12/2020 - 10:48";"Comece a operar em 2021 com a carteira semanal da MyCap";"B2W";"Minerva";"SulAmérica";"WEG";"TIM";"BTOW3";"BEEF3";"SULA11";"WEGE3";"TIMS3";"20";"20";"20";"20";"20";"31/12/2020";2020-12-31;"31";"12";"2020";"31-12-2020";"Money Times";62;"https://www.moneytimes.com.br/comece-a-operar-em-2021-com-a-carteira-semanal-da-mycap/";2020-12-31;62;2020-12-31;2021-01-05;"ICAP DO BRASIL CTVM LTDA"
"63";63;"https://www.moneytimes.com.br/mycap-realiza-inclui-pao-de-acucar-aeris-e-banco-inter-em-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/mycap-realiza-inclui-pao-de-acucar-aeris-e-banco-inter-em-carteira-recomendada-semanal/""";"29/01/2021 - 21:02";"MyCap inclui Pão de Açúcar, Aeris e Banco Inter em carteira recomendada semanal";"WEG";"B3";"Pão de Açúcar";"Aeris";"Banco Inter";"WEGE3";"B3SA3";"PCAR4";"AERI3";"BIDI4";"20";"20";"20";"20";"20";"29/01/2021";2021-01-29;"29";"01";"2021";"29-01-2021";"Money Times";63;"https://www.moneytimes.com.br/mycap-realiza-inclui-pao-de-acucar-aeris-e-banco-inter-em-carteira-recomendada-semanal/";2021-01-29;63;2021-01-29;2021-02-03;"ICAP DO BRASIL CTVM LTDA"
"64";64;"https://www.moneytimes.com.br/necton-troca-quatro-acoes-em-sua-carteira-recomendada-semanal/";"""https://www.moneytimes.com.br/necton-troca-quatro-acoes-em-sua-carteira-recomendada-semanal/""";"26/01/2021 - 8:33";"Necton troca quatro ações em sua carteira recomendada semanal";"Porto Seguro";"Magazine Luiza";"Banco Do Brasil";"Metalúrgica Gerdau";"Direcional";"PSSA3";"MGLU3";"BBDC4";"GOAU4";"DIRR3";"20";"20";"20";"20";"20";"26/01/2021";2021-01-26;"26";"01";"2021";"26-01-2021";"Money Times";64;"https://www.moneytimes.com.br/necton-troca-quatro-acoes-em-sua-carteira-recomendada-semanal/";2021-01-26;64;2021-01-26;2021-01-31;"NECTON INVESTIMENTOS S.A. CVMC"
"65";65;"https://www.moneytimes.com.br/apesar-ter-caido-junto-com-o-ibovespa-carteira-semanal-da-ativa-e-mantida/";"""https://www.moneytimes.com.br/apesar-ter-caido-junto-com-o-ibovespa-carteira-semanal-da-ativa-e-mantida/""";"28/12/2020 - 11:36";"Apesar de ter caído junto com o Ibovespa, carteira semanal da Ativa é mantida";"Minerva";"Banco BMG";"Energisa";"Ultrapar";"Vivara";"BEEF3";"BMGB4";"ENGI11";"UGPA3";"VIVA3";"20";"20";"20";"20";"20";"28/12/2020";2020-12-28;"28";"12";"2020";"28-12-2020";"Money Times";65;"https://www.moneytimes.com.br/apesar-ter-caido-junto-com-o-ibovespa-carteira-semanal-da-ativa-e-mantida/";2020-12-28;65;2020-12-28;2021-01-02;"ATIVA INVESTIMENTOS S/A CTCV"
"66";66;"https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/";"""https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/""";"24/01/2021 - 11:24";"Ativa troca três ações em sua carteira recomendada semanal; veja";"Quero-Quero";"Grupo Mateus";"JBS";"Magazine Luiza";"Cesp";"LJQQ3";"GMAT3";"JBSS3";"MGLU3";"CESP6";"20";"20";"20";"20";"20";"24/01/2021";2021-01-24;"24";"01";"2021";"24-01-2021";"Money Times";66;"https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-veja/";2021-01-24;66;2021-01-24;2021-01-29;"ATIVA INVESTIMENTOS S/A CTCV"
