id_url;url;url2
88;https://www.moneytimes.com.br/veja-5-acoes-escolhidas-pela-xp-para-a-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/veja-5-acoes-escolhidas-pela-xp-para-a-carteira-recomendada-semanal/"""
89;https://www.moneytimes.com.br/elite-substitui-2-acoes-da-carteira-semanal-veja-o-portfolio-atualizado/;"""https://www.moneytimes.com.br/elite-substitui-2-acoes-da-carteira-semanal-veja-o-portfolio-atualizado/"""
90;https://www.moneytimes.com.br/movida-e-marfrig-entram-na-carteira-semanal-da-xp-notredame-e-petrobras-sao-excluidas/;"""https://www.moneytimes.com.br/movida-e-marfrig-entram-na-carteira-semanal-da-xp-notredame-e-petrobras-sao-excluidas/"""
91;https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-2-novas-indicacoes/;"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-2-novas-indicacoes/"""
92;https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-2/;"""https://www.moneytimes.com.br/ativa-troca-tres-acoes-em-sua-carteira-recomendada-semanal-2/"""
93;https://www.moneytimes.com.br/xp-troca-tres-acoes-em-carteira-recomendada-semanal-veja-a-selecao/;"""https://www.moneytimes.com.br/xp-troca-tres-acoes-em-carteira-recomendada-semanal-veja-a-selecao/"""
94;https://www.moneytimes.com.br/necton-retira-even-suzano-e-grendene-da-carteira-semanal-veja-as-novidades/;"""https://www.moneytimes.com.br/necton-retira-even-suzano-e-grendene-da-carteira-semanal-veja-as-novidades/"""
95;https://www.moneytimes.com.br/btg-troca-ambev-e-qualicorp-por-b3-e-eneva-na-carteira-da-semana/;"""https://www.moneytimes.com.br/btg-troca-ambev-e-qualicorp-por-b3-e-eneva-na-carteira-da-semana/"""
96;https://www.moneytimes.com.br/mycap-troca-todos-os-papeis-da-carteira-semanal-veja-as-novas-indicacoes/;"""https://www.moneytimes.com.br/mycap-troca-todos-os-papeis-da-carteira-semanal-veja-as-novas-indicacoes/"""
97;https://www.moneytimes.com.br/xp-troca-marfrig-por-iguatemi-em-carteira-recomendada-semanal-veja-o-portfolio-completo/;"""https://www.moneytimes.com.br/xp-troca-marfrig-por-iguatemi-em-carteira-recomendada-semanal-veja-o-portfolio-completo/"""
98;https://www.moneytimes.com.br/necton-mantem-acoes-da-wiz-e-troca-restante-do-portfolio-semanal/;"""https://www.moneytimes.com.br/necton-mantem-acoes-da-wiz-e-troca-restante-do-portfolio-semanal/"""
99;https://www.moneytimes.com.br/ativa-troca-bradesco-e-anima-por-romi-e-even-na-carteira-semanal/;"""https://www.moneytimes.com.br/ativa-troca-bradesco-e-anima-por-romi-e-even-na-carteira-semanal/"""
100;https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novas-acoes/;"""https://www.moneytimes.com.br/carteira-semanal-da-mycap-ganha-3-novas-acoes/"""
101;https://www.moneytimes.com.br/nova-futura-recomenda-cinco-acoes-para-a-semana-veja/;"""https://www.moneytimes.com.br/nova-futura-recomenda-cinco-acoes-para-a-semana-veja/"""
102;https://www.moneytimes.com.br/btg-pactual-retira-acoes-da-bradespar-e-localiza-do-seu-portfolio-semanal-veja-as-novidades/;"""https://www.moneytimes.com.br/btg-pactual-retira-acoes-da-bradespar-e-localiza-do-seu-portfolio-semanal-veja-as-novidades/"""
103;https://www.moneytimes.com.br/carteira-semanal-bate-ibovespa-e-xp-mantem-o-mesmo-portfolio/;"""https://www.moneytimes.com.br/carteira-semanal-bate-ibovespa-e-xp-mantem-o-mesmo-portfolio/"""
104;https://www.moneytimes.com.br/ativa-muda-tres-acoes-em-sua-carteira-semanal-veja/;"""https://www.moneytimes.com.br/ativa-muda-tres-acoes-em-sua-carteira-semanal-veja/"""
105;https://www.moneytimes.com.br/so-vale-sobrevive-na-carteira-recomendada-semanal-da-elite/;"""https://www.moneytimes.com.br/so-vale-sobrevive-na-carteira-recomendada-semanal-da-elite/"""
106;https://www.moneytimes.com.br/mycap-troca-rumo-por-klabin-em-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/mycap-troca-rumo-por-klabin-em-carteira-recomendada-semanal/"""
107;https://www.moneytimes.com.br/terra-nao-altera-nenhuma-acao-em-sua-carteira-semanal-veja/;"""https://www.moneytimes.com.br/terra-nao-altera-nenhuma-acao-em-sua-carteira-semanal-veja/"""
